FID	IID	Trait	Pop	PGS
HG03046	HG03046	ieu-b-4817	AFR	-2182.51
HG03048	HG03048	ieu-b-4817	AFR	-75.6897
HG03049	HG03049	ieu-b-4817	AFR	255.934
HG03052	HG03052	ieu-b-4817	AFR	-3049.25
HG03054	HG03054	ieu-b-4817	AFR	-1677.61
HG03055	HG03055	ieu-b-4817	AFR	233.003
HG03057	HG03057	ieu-b-4817	AFR	-2138.71
HG03058	HG03058	ieu-b-4817	AFR	1100.3
HG03060	HG03060	ieu-b-4817	AFR	-1706.48
HG03061	HG03061	ieu-b-4817	AFR	-3354.95
HG03063	HG03063	ieu-b-4817	AFR	-5925.31
HG03064	HG03064	ieu-b-4817	AFR	-3210.87
HG03066	HG03066	ieu-b-4817	AFR	-4925.83
HG03069	HG03069	ieu-b-4817	AFR	-2121.05
HG03072	HG03072	ieu-b-4817	AFR	-2556.98
HG03073	HG03073	ieu-b-4817	AFR	-1407.48
HG03074	HG03074	ieu-b-4817	AFR	875.332
HG03077	HG03077	ieu-b-4817	AFR	-158.015
HG03078	HG03078	ieu-b-4817	AFR	-511.465
HG03079	HG03079	ieu-b-4817	AFR	-274.083
HG03081	HG03081	ieu-b-4817	AFR	-1240.74
HG03082	HG03082	ieu-b-4817	AFR	1633.58
HG03084	HG03084	ieu-b-4817	AFR	486.521
HG03085	HG03085	ieu-b-4817	AFR	-1632.8
HG03086	HG03086	ieu-b-4817	AFR	-628.294
HG03088	HG03088	ieu-b-4817	AFR	136.54
HG03091	HG03091	ieu-b-4817	AFR	-1867.16
HG03095	HG03095	ieu-b-4817	AFR	-3070.51
HG03096	HG03096	ieu-b-4817	AFR	2194.99
HG03097	HG03097	ieu-b-4817	AFR	-660.597
HG03099	HG03099	ieu-b-4817	AFR	-1331.69
HG03100	HG03100	ieu-b-4817	AFR	-2115.39
HG03103	HG03103	ieu-b-4817	AFR	-1039.89
HG03105	HG03105	ieu-b-4817	AFR	-769.259
HG03108	HG03108	ieu-b-4817	AFR	-123.071
HG03109	HG03109	ieu-b-4817	AFR	-3448.77
HG03111	HG03111	ieu-b-4817	AFR	-2025.87
HG03112	HG03112	ieu-b-4817	AFR	-5121
HG03114	HG03114	ieu-b-4817	AFR	-412.088
HG03115	HG03115	ieu-b-4817	AFR	-612.69
HG03117	HG03117	ieu-b-4817	AFR	-1330.72
HG03118	HG03118	ieu-b-4817	AFR	-1138.5
HG03120	HG03120	ieu-b-4817	AFR	129.566
HG03121	HG03121	ieu-b-4817	AFR	-2750.27
HG03123	HG03123	ieu-b-4817	AFR	-1570.79
HG03124	HG03124	ieu-b-4817	AFR	-328.084
HG03126	HG03126	ieu-b-4817	AFR	-638.255
HG03127	HG03127	ieu-b-4817	AFR	-333.023
HG03129	HG03129	ieu-b-4817	AFR	33.5486
HG03130	HG03130	ieu-b-4817	AFR	-1732.9
HG03132	HG03132	ieu-b-4817	AFR	2341.97
HG03133	HG03133	ieu-b-4817	AFR	302.82
HG03135	HG03135	ieu-b-4817	AFR	-5520.63
HG03136	HG03136	ieu-b-4817	AFR	-1764.8
HG03139	HG03139	ieu-b-4817	AFR	-1474.03
HG03157	HG03157	ieu-b-4817	AFR	-1127.24
HG03159	HG03159	ieu-b-4817	AFR	539.024
HG03160	HG03160	ieu-b-4817	AFR	-3886.01
HG03162	HG03162	ieu-b-4817	AFR	-756.676
HG03163	HG03163	ieu-b-4817	AFR	2161.76
HG03166	HG03166	ieu-b-4817	AFR	6.79249
HG03168	HG03168	ieu-b-4817	AFR	304.012
HG03169	HG03169	ieu-b-4817	AFR	-3646.49
HG03172	HG03172	ieu-b-4817	AFR	-2881.81
HG03175	HG03175	ieu-b-4817	AFR	-4.5007
HG03189	HG03189	ieu-b-4817	AFR	-1937.97
HG03190	HG03190	ieu-b-4817	AFR	4167.15
HG03193	HG03193	ieu-b-4817	AFR	-4341.96
HG03195	HG03195	ieu-b-4817	AFR	-771.977
HG03196	HG03196	ieu-b-4817	AFR	-3104.05
HG03198	HG03198	ieu-b-4817	AFR	-134.033
HG03199	HG03199	ieu-b-4817	AFR	-768.698
HG03202	HG03202	ieu-b-4817	AFR	-837.024
HG03209	HG03209	ieu-b-4817	AFR	-564.15
HG03212	HG03212	ieu-b-4817	AFR	-3741.3
HG03224	HG03224	ieu-b-4817	AFR	-2213.98
HG03225	HG03225	ieu-b-4817	AFR	-2075.99
HG03240	HG03240	ieu-b-4817	AFR	-1380.95
HG03241	HG03241	ieu-b-4817	AFR	-731.7
HG03246	HG03246	ieu-b-4817	AFR	-649.713
HG03247	HG03247	ieu-b-4817	AFR	64.3476
HG03258	HG03258	ieu-b-4817	AFR	767.203
HG03259	HG03259	ieu-b-4817	AFR	-146.731
HG03265	HG03265	ieu-b-4817	AFR	666.507
HG03267	HG03267	ieu-b-4817	AFR	-770.048
HG03268	HG03268	ieu-b-4817	AFR	948.945
HG03270	HG03270	ieu-b-4817	AFR	-311.604
HG03271	HG03271	ieu-b-4817	AFR	-647.068
HG03279	HG03279	ieu-b-4817	AFR	-2299.6
HG03280	HG03280	ieu-b-4817	AFR	-118.918
HG03291	HG03291	ieu-b-4817	AFR	-517.45
HG03294	HG03294	ieu-b-4817	AFR	-81.2402
HG03295	HG03295	ieu-b-4817	AFR	-3660.33
HG03297	HG03297	ieu-b-4817	AFR	-2672.02
HG03298	HG03298	ieu-b-4817	AFR	-1953.31
HG03300	HG03300	ieu-b-4817	AFR	-3745
HG03301	HG03301	ieu-b-4817	AFR	3018.45
HG03303	HG03303	ieu-b-4817	AFR	507.457
HG03304	HG03304	ieu-b-4817	AFR	-971.283
HG03311	HG03311	ieu-b-4817	AFR	-82.7856
HG03313	HG03313	ieu-b-4817	AFR	-3054.94
HG03342	HG03342	ieu-b-4817	AFR	-1076.32
HG03343	HG03343	ieu-b-4817	AFR	-2883.39
HG03351	HG03351	ieu-b-4817	AFR	-545.488
HG03352	HG03352	ieu-b-4817	AFR	-3039.18
HG03354	HG03354	ieu-b-4817	AFR	-1140.41
HG03363	HG03363	ieu-b-4817	AFR	-2671.48
HG03366	HG03366	ieu-b-4817	AFR	-472.75
HG03367	HG03367	ieu-b-4817	AFR	-3092.52
HG03369	HG03369	ieu-b-4817	AFR	616.265
HG03370	HG03370	ieu-b-4817	AFR	-1414.73
HG03372	HG03372	ieu-b-4817	AFR	34.3862
HG03376	HG03376	ieu-b-4817	AFR	-4419.17
HG03378	HG03378	ieu-b-4817	AFR	-1609.13
HG03380	HG03380	ieu-b-4817	AFR	-1732.54
HG03382	HG03382	ieu-b-4817	AFR	-2515.87
HG03385	HG03385	ieu-b-4817	AFR	-1189.31
HG03388	HG03388	ieu-b-4817	AFR	106.898
HG03391	HG03391	ieu-b-4817	AFR	-3070.82
HG03394	HG03394	ieu-b-4817	AFR	-1549.74
HG03397	HG03397	ieu-b-4817	AFR	-899.003
HG03401	HG03401	ieu-b-4817	AFR	-3325.49
HG03410	HG03410	ieu-b-4817	AFR	-1337.49
HG03419	HG03419	ieu-b-4817	AFR	-4480.35
HG03428	HG03428	ieu-b-4817	AFR	1109.32
HG03432	HG03432	ieu-b-4817	AFR	1705.34
HG03433	HG03433	ieu-b-4817	AFR	-1463.27
HG03436	HG03436	ieu-b-4817	AFR	-4607.36
HG03437	HG03437	ieu-b-4817	AFR	940.482
HG03439	HG03439	ieu-b-4817	AFR	-780.026
HG03442	HG03442	ieu-b-4817	AFR	-810.98
HG03445	HG03445	ieu-b-4817	AFR	-2846.47
HG03446	HG03446	ieu-b-4817	AFR	-2509.36
HG03449	HG03449	ieu-b-4817	AFR	-4028.32
HG03451	HG03451	ieu-b-4817	AFR	-1496.41
HG03452	HG03452	ieu-b-4817	AFR	-1356.18
HG03455	HG03455	ieu-b-4817	AFR	1089.83
HG03457	HG03457	ieu-b-4817	AFR	-2282.44
HG03458	HG03458	ieu-b-4817	AFR	-3.71663
HG03460	HG03460	ieu-b-4817	AFR	-2759.21
HG03461	HG03461	ieu-b-4817	AFR	-2401.67
HG03464	HG03464	ieu-b-4817	AFR	-2439.42
HG03469	HG03469	ieu-b-4817	AFR	-3680.27
HG03470	HG03470	ieu-b-4817	AFR	-1478.57
HG03472	HG03472	ieu-b-4817	AFR	92.7765
HG03473	HG03473	ieu-b-4817	AFR	-1522.78
HG03476	HG03476	ieu-b-4817	AFR	3365.06
HG03478	HG03478	ieu-b-4817	AFR	-1983.7
HG03479	HG03479	ieu-b-4817	AFR	-2190.37
HG03484	HG03484	ieu-b-4817	AFR	-2076.46
HG03485	HG03485	ieu-b-4817	AFR	-2823.63
HG03499	HG03499	ieu-b-4817	AFR	-725.65
HG03511	HG03511	ieu-b-4817	AFR	30.0116
HG03514	HG03514	ieu-b-4817	AFR	-1150.41
HG03515	HG03515	ieu-b-4817	AFR	816.953
HG03517	HG03517	ieu-b-4817	AFR	-2427.79
HG03518	HG03518	ieu-b-4817	AFR	-2686.77
HG03520	HG03520	ieu-b-4817	AFR	2180.87
HG03521	HG03521	ieu-b-4817	AFR	-659.663
HG03538	HG03538	ieu-b-4817	AFR	366.416
HG03539	HG03539	ieu-b-4817	AFR	-2431.74
HG03547	HG03547	ieu-b-4817	AFR	1118.2
HG03548	HG03548	ieu-b-4817	AFR	1959.07
HG03556	HG03556	ieu-b-4817	AFR	-682.089
HG03557	HG03557	ieu-b-4817	AFR	-1817.89
HG03558	HG03558	ieu-b-4817	AFR	-1887.61
HG03559	HG03559	ieu-b-4817	AFR	227.909
HG03563	HG03563	ieu-b-4817	AFR	19.911
HG03565	HG03565	ieu-b-4817	AFR	-2723.36
HG03567	HG03567	ieu-b-4817	AFR	1340.5
HG03571	HG03571	ieu-b-4817	AFR	-2213.38
HG03572	HG03572	ieu-b-4817	AFR	-1428.96
HG03575	HG03575	ieu-b-4817	AFR	-3124.85
HG03577	HG03577	ieu-b-4817	AFR	-8.38038
HG03578	HG03578	ieu-b-4817	AFR	-2216.21
HG03583	HG03583	ieu-b-4817	AFR	1279
NA18486	NA18486	ieu-b-4817	AFR	-1554.36
NA18488	NA18488	ieu-b-4817	AFR	1328.19
NA18489	NA18489	ieu-b-4817	AFR	-774.586
NA18498	NA18498	ieu-b-4817	AFR	-3294.71
NA18499	NA18499	ieu-b-4817	AFR	-333.492
NA18501	NA18501	ieu-b-4817	AFR	-2646.47
NA18502	NA18502	ieu-b-4817	AFR	-2668.75
NA18504	NA18504	ieu-b-4817	AFR	-1132.85
NA18505	NA18505	ieu-b-4817	AFR	2389.33
NA18507	NA18507	ieu-b-4817	AFR	-752.622
NA18508	NA18508	ieu-b-4817	AFR	-36.1326
NA18510	NA18510	ieu-b-4817	AFR	-1204.04
NA18511	NA18511	ieu-b-4817	AFR	-63.8047
NA18516	NA18516	ieu-b-4817	AFR	-2222.01
NA18517	NA18517	ieu-b-4817	AFR	-2141.83
NA18519	NA18519	ieu-b-4817	AFR	-143.121
NA18520	NA18520	ieu-b-4817	AFR	-2334.51
NA18522	NA18522	ieu-b-4817	AFR	-2250.32
NA18523	NA18523	ieu-b-4817	AFR	63.1457
NA18853	NA18853	ieu-b-4817	AFR	-856.861
NA18856	NA18856	ieu-b-4817	AFR	-204.041
NA18858	NA18858	ieu-b-4817	AFR	-2022.44
NA18861	NA18861	ieu-b-4817	AFR	-1460.89
NA18864	NA18864	ieu-b-4817	AFR	-997.119
NA18865	NA18865	ieu-b-4817	AFR	-2459.24
NA18867	NA18867	ieu-b-4817	AFR	-3202.36
NA18868	NA18868	ieu-b-4817	AFR	-3493.05
NA18870	NA18870	ieu-b-4817	AFR	-1356.9
NA18871	NA18871	ieu-b-4817	AFR	-1891.91
NA18873	NA18873	ieu-b-4817	AFR	-562.165
NA18874	NA18874	ieu-b-4817	AFR	-766.847
NA18876	NA18876	ieu-b-4817	AFR	-3535.31
NA18877	NA18877	ieu-b-4817	AFR	-821.024
NA18878	NA18878	ieu-b-4817	AFR	-1722.03
NA18879	NA18879	ieu-b-4817	AFR	-750.802
NA18881	NA18881	ieu-b-4817	AFR	3540.44
NA18907	NA18907	ieu-b-4817	AFR	-164.531
NA18908	NA18908	ieu-b-4817	AFR	-1142.31
NA18909	NA18909	ieu-b-4817	AFR	-2649.47
NA18910	NA18910	ieu-b-4817	AFR	671.085
NA18912	NA18912	ieu-b-4817	AFR	-278.508
NA18915	NA18915	ieu-b-4817	AFR	-62.5237
NA18916	NA18916	ieu-b-4817	AFR	-1118.74
NA18917	NA18917	ieu-b-4817	AFR	1016.17
NA18923	NA18923	ieu-b-4817	AFR	-2635.91
NA18924	NA18924	ieu-b-4817	AFR	-2835.26
NA18933	NA18933	ieu-b-4817	AFR	-554.983
NA18934	NA18934	ieu-b-4817	AFR	-335.914
NA19017	NA19017	ieu-b-4817	AFR	-812.953
NA19019	NA19019	ieu-b-4817	AFR	-3918.6
NA19020	NA19020	ieu-b-4817	AFR	-1160.68
NA19023	NA19023	ieu-b-4817	AFR	-4115.78
NA19024	NA19024	ieu-b-4817	AFR	-2619.86
NA19025	NA19025	ieu-b-4817	AFR	501.929
NA19026	NA19026	ieu-b-4817	AFR	-3704.74
NA19027	NA19027	ieu-b-4817	AFR	-5014.22
NA19028	NA19028	ieu-b-4817	AFR	-1853.94
NA19030	NA19030	ieu-b-4817	AFR	-1497.8
NA19031	NA19031	ieu-b-4817	AFR	-4408.5
NA19035	NA19035	ieu-b-4817	AFR	675.422
NA19036	NA19036	ieu-b-4817	AFR	-3027.06
NA19037	NA19037	ieu-b-4817	AFR	-2264.03
NA19038	NA19038	ieu-b-4817	AFR	-2389.5
NA19041	NA19041	ieu-b-4817	AFR	-1176.6
NA19042	NA19042	ieu-b-4817	AFR	-410.706
NA19043	NA19043	ieu-b-4817	AFR	-115.614
NA19092	NA19092	ieu-b-4817	AFR	-1037.68
NA19093	NA19093	ieu-b-4817	AFR	-3613.8
NA19095	NA19095	ieu-b-4817	AFR	1107.14
NA19096	NA19096	ieu-b-4817	AFR	-2873.71
NA19098	NA19098	ieu-b-4817	AFR	-1528.75
NA19099	NA19099	ieu-b-4817	AFR	-20.6651
NA19102	NA19102	ieu-b-4817	AFR	-2411.63
NA19107	NA19107	ieu-b-4817	AFR	1332.85
NA19108	NA19108	ieu-b-4817	AFR	-2853.74
NA19113	NA19113	ieu-b-4817	AFR	-2244.82
NA19114	NA19114	ieu-b-4817	AFR	-689.594
NA19116	NA19116	ieu-b-4817	AFR	-1452.67
NA19117	NA19117	ieu-b-4817	AFR	-29.0747
NA19118	NA19118	ieu-b-4817	AFR	-467.062
NA19119	NA19119	ieu-b-4817	AFR	-300.695
NA19121	NA19121	ieu-b-4817	AFR	-817.8
NA19129	NA19129	ieu-b-4817	AFR	-707.472
NA19130	NA19130	ieu-b-4817	AFR	-1616.51
NA19131	NA19131	ieu-b-4817	AFR	1651.51
NA19137	NA19137	ieu-b-4817	AFR	-2381.49
NA19138	NA19138	ieu-b-4817	AFR	-6189.35
NA19141	NA19141	ieu-b-4817	AFR	-369.299
NA19143	NA19143	ieu-b-4817	AFR	-1147.04
NA19144	NA19144	ieu-b-4817	AFR	-992.847
NA19146	NA19146	ieu-b-4817	AFR	-138.547
NA19147	NA19147	ieu-b-4817	AFR	-2567.56
NA19149	NA19149	ieu-b-4817	AFR	723.093
NA19152	NA19152	ieu-b-4817	AFR	1199.04
NA19153	NA19153	ieu-b-4817	AFR	-2802.26
NA19159	NA19159	ieu-b-4817	AFR	-369.415
NA19160	NA19160	ieu-b-4817	AFR	-628.18
NA19171	NA19171	ieu-b-4817	AFR	-918.617
NA19172	NA19172	ieu-b-4817	AFR	-3873.43
NA19175	NA19175	ieu-b-4817	AFR	1968.52
NA19184	NA19184	ieu-b-4817	AFR	-2309.65
NA19185	NA19185	ieu-b-4817	AFR	-3890.94
NA19189	NA19189	ieu-b-4817	AFR	81.7951
NA19190	NA19190	ieu-b-4817	AFR	623.057
NA19197	NA19197	ieu-b-4817	AFR	961.406
NA19198	NA19198	ieu-b-4817	AFR	-24.9072
NA19200	NA19200	ieu-b-4817	AFR	-605.752
NA19201	NA19201	ieu-b-4817	AFR	-1810.09
NA19204	NA19204	ieu-b-4817	AFR	-4833.49
NA19206	NA19206	ieu-b-4817	AFR	-3507.08
NA19207	NA19207	ieu-b-4817	AFR	-1613.95
NA19209	NA19209	ieu-b-4817	AFR	-5221.62
NA19210	NA19210	ieu-b-4817	AFR	-2419.35
NA19213	NA19213	ieu-b-4817	AFR	248.761
NA19214	NA19214	ieu-b-4817	AFR	-5095.89
NA19222	NA19222	ieu-b-4817	AFR	-2088.85
NA19223	NA19223	ieu-b-4817	AFR	-490.06
NA19225	NA19225	ieu-b-4817	AFR	436.653
NA19235	NA19235	ieu-b-4817	AFR	-1367.65
NA19236	NA19236	ieu-b-4817	AFR	-1216.07
NA19238	NA19238	ieu-b-4817	AFR	1648.51
NA19239	NA19239	ieu-b-4817	AFR	-3273.14
NA19247	NA19247	ieu-b-4817	AFR	-2441.16
NA19248	NA19248	ieu-b-4817	AFR	-2538.73
NA19256	NA19256	ieu-b-4817	AFR	-1122.3
NA19257	NA19257	ieu-b-4817	AFR	121.876
NA19307	NA19307	ieu-b-4817	AFR	-2188.38
NA19308	NA19308	ieu-b-4817	AFR	1737.49
NA19309	NA19309	ieu-b-4817	AFR	852.745
NA19310	NA19310	ieu-b-4817	AFR	530.163
NA19312	NA19312	ieu-b-4817	AFR	-290.209
NA19314	NA19314	ieu-b-4817	AFR	-2161.31
NA19315	NA19315	ieu-b-4817	AFR	-389.121
NA19316	NA19316	ieu-b-4817	AFR	-1869.35
NA19317	NA19317	ieu-b-4817	AFR	981.809
NA19318	NA19318	ieu-b-4817	AFR	-1602.6
NA19319	NA19319	ieu-b-4817	AFR	179.072
NA19320	NA19320	ieu-b-4817	AFR	843.88
NA19321	NA19321	ieu-b-4817	AFR	-1598.54
NA19323	NA19323	ieu-b-4817	AFR	424.066
NA19324	NA19324	ieu-b-4817	AFR	-2302.35
NA19327	NA19327	ieu-b-4817	AFR	-247.787
NA19328	NA19328	ieu-b-4817	AFR	-2896.02
NA19331	NA19331	ieu-b-4817	AFR	-3522.79
NA19332	NA19332	ieu-b-4817	AFR	4206.97
NA19334	NA19334	ieu-b-4817	AFR	313.534
NA19338	NA19338	ieu-b-4817	AFR	-2503.11
NA19346	NA19346	ieu-b-4817	AFR	-2684.49
NA19347	NA19347	ieu-b-4817	AFR	-2915.84
NA19350	NA19350	ieu-b-4817	AFR	-1705.32
NA19351	NA19351	ieu-b-4817	AFR	1319.51
NA19355	NA19355	ieu-b-4817	AFR	1374.11
NA19360	NA19360	ieu-b-4817	AFR	-2462.32
NA19372	NA19372	ieu-b-4817	AFR	457.79
NA19374	NA19374	ieu-b-4817	AFR	-4816.32
NA19375	NA19375	ieu-b-4817	AFR	1166.57
NA19376	NA19376	ieu-b-4817	AFR	-1467.3
NA19377	NA19377	ieu-b-4817	AFR	-4132.93
NA19378	NA19378	ieu-b-4817	AFR	-2446.7
NA19379	NA19379	ieu-b-4817	AFR	1413
NA19380	NA19380	ieu-b-4817	AFR	-1496.77
NA19383	NA19383	ieu-b-4817	AFR	-1616.52
NA19384	NA19384	ieu-b-4817	AFR	110.107
NA19385	NA19385	ieu-b-4817	AFR	-221.646
NA19390	NA19390	ieu-b-4817	AFR	1061.47
NA19391	NA19391	ieu-b-4817	AFR	-613.1
NA19393	NA19393	ieu-b-4817	AFR	1258.05
NA19394	NA19394	ieu-b-4817	AFR	-1556.17
NA19395	NA19395	ieu-b-4817	AFR	-3831.54
NA19397	NA19397	ieu-b-4817	AFR	-3203.52
NA19399	NA19399	ieu-b-4817	AFR	-1781.83
NA19401	NA19401	ieu-b-4817	AFR	46.3386
NA19403	NA19403	ieu-b-4817	AFR	142.141
NA19404	NA19404	ieu-b-4817	AFR	-2765.86
NA19428	NA19428	ieu-b-4817	AFR	-2278.93
NA19429	NA19429	ieu-b-4817	AFR	-78.3311
NA19430	NA19430	ieu-b-4817	AFR	-381.133
NA19431	NA19431	ieu-b-4817	AFR	-2661.22
NA19434	NA19434	ieu-b-4817	AFR	-1631.16
NA19435	NA19435	ieu-b-4817	AFR	-881.194
NA19436	NA19436	ieu-b-4817	AFR	897.201
NA19437	NA19437	ieu-b-4817	AFR	1128.9
NA19438	NA19438	ieu-b-4817	AFR	-2797.67
NA19439	NA19439	ieu-b-4817	AFR	-1011.07
NA19440	NA19440	ieu-b-4817	AFR	-3618.4
NA19443	NA19443	ieu-b-4817	AFR	-3184.58
NA19445	NA19445	ieu-b-4817	AFR	-4898.05
NA19446	NA19446	ieu-b-4817	AFR	-5095.07
NA19448	NA19448	ieu-b-4817	AFR	1800.13
NA19449	NA19449	ieu-b-4817	AFR	749.921
NA19451	NA19451	ieu-b-4817	AFR	-411.138
NA19452	NA19452	ieu-b-4817	AFR	26.6668
NA19454	NA19454	ieu-b-4817	AFR	-3709.28
NA19455	NA19455	ieu-b-4817	AFR	44.8716
NA19456	NA19456	ieu-b-4817	AFR	-770.611
NA19457	NA19457	ieu-b-4817	AFR	-1669.28
NA19461	NA19461	ieu-b-4817	AFR	-3025.96
NA19462	NA19462	ieu-b-4817	AFR	-1972.62
NA19463	NA19463	ieu-b-4817	AFR	-1646.08
NA19466	NA19466	ieu-b-4817	AFR	-3659.13
NA19467	NA19467	ieu-b-4817	AFR	-65.9422
NA19468	NA19468	ieu-b-4817	AFR	-262.993
NA19471	NA19471	ieu-b-4817	AFR	-1283.04
NA19472	NA19472	ieu-b-4817	AFR	446.925
NA19473	NA19473	ieu-b-4817	AFR	-2660.09
NA19474	NA19474	ieu-b-4817	AFR	-1534.12
NA19475	NA19475	ieu-b-4817	AFR	-2934.75
NA19625	NA19625	ieu-b-4817	AFR	1931.43
NA19700	NA19700	ieu-b-4817	AFR	-595.775
NA19701	NA19701	ieu-b-4817	AFR	1425.15
NA19703	NA19703	ieu-b-4817	AFR	319.421
NA19704	NA19704	ieu-b-4817	AFR	4391.98
NA19707	NA19707	ieu-b-4817	AFR	1616.78
NA19711	NA19711	ieu-b-4817	AFR	-318.355
NA19712	NA19712	ieu-b-4817	AFR	-2081.05
NA19713	NA19713	ieu-b-4817	AFR	-3980.3
NA19818	NA19818	ieu-b-4817	AFR	440.672
NA19819	NA19819	ieu-b-4817	AFR	904.086
NA19834	NA19834	ieu-b-4817	AFR	-928.098
NA19835	NA19835	ieu-b-4817	AFR	-782.303
NA19900	NA19900	ieu-b-4817	AFR	-1407.49
NA19901	NA19901	ieu-b-4817	AFR	1652.63
NA19904	NA19904	ieu-b-4817	AFR	-4029.89
NA19908	NA19908	ieu-b-4817	AFR	109.782
NA19909	NA19909	ieu-b-4817	AFR	-1745.23
NA19913	NA19913	ieu-b-4817	AFR	-1760.99
NA19914	NA19914	ieu-b-4817	AFR	-423.295
NA19916	NA19916	ieu-b-4817	AFR	834.527
NA19917	NA19917	ieu-b-4817	AFR	872.145
NA19920	NA19920	ieu-b-4817	AFR	1865.67
NA19921	NA19921	ieu-b-4817	AFR	-166.104
NA19922	NA19922	ieu-b-4817	AFR	605.208
NA19923	NA19923	ieu-b-4817	AFR	983.624
NA19982	NA19982	ieu-b-4817	AFR	-4721.41
NA19984	NA19984	ieu-b-4817	AFR	-41.5591
NA20126	NA20126	ieu-b-4817	AFR	-48.4793
NA20127	NA20127	ieu-b-4817	AFR	-716.601
NA20274	NA20274	ieu-b-4817	AFR	3620.48
NA20276	NA20276	ieu-b-4817	AFR	923.415
NA20278	NA20278	ieu-b-4817	AFR	1657.22
NA20281	NA20281	ieu-b-4817	AFR	-2304.59
NA20282	NA20282	ieu-b-4817	AFR	-5830.77
NA20287	NA20287	ieu-b-4817	AFR	-4857.84
NA20289	NA20289	ieu-b-4817	AFR	-2661.58
NA20291	NA20291	ieu-b-4817	AFR	-1538.99
NA20294	NA20294	ieu-b-4817	AFR	925.844
NA20296	NA20296	ieu-b-4817	AFR	8.7543
NA20298	NA20298	ieu-b-4817	AFR	-643.62
NA20299	NA20299	ieu-b-4817	AFR	271.161
NA20314	NA20314	ieu-b-4817	AFR	-1149.48
NA20317	NA20317	ieu-b-4817	AFR	-3521.45
NA20318	NA20318	ieu-b-4817	AFR	-1607.53
NA20320	NA20320	ieu-b-4817	AFR	-1465.96
NA20321	NA20321	ieu-b-4817	AFR	-3215.06
NA20332	NA20332	ieu-b-4817	AFR	-1245.03
NA20334	NA20334	ieu-b-4817	AFR	1022.16
NA20339	NA20339	ieu-b-4817	AFR	3651.51
NA20340	NA20340	ieu-b-4817	AFR	714.377
NA20342	NA20342	ieu-b-4817	AFR	-2183.82
NA20346	NA20346	ieu-b-4817	AFR	-973.279
NA20348	NA20348	ieu-b-4817	AFR	1686.68
NA20351	NA20351	ieu-b-4817	AFR	-1812.76
NA20355	NA20355	ieu-b-4817	AFR	-2171.27
NA20356	NA20356	ieu-b-4817	AFR	-1476.58
NA20357	NA20357	ieu-b-4817	AFR	-991.15
NA20359	NA20359	ieu-b-4817	AFR	-1682.79
NA20362	NA20362	ieu-b-4817	AFR	-630.946
NA20412	NA20412	ieu-b-4817	AFR	-674.106
HG00551	HG00551	ieu-b-4817	AMR	-2767.56
HG00553	HG00553	ieu-b-4817	AMR	-2649.65
HG00554	HG00554	ieu-b-4817	AMR	2255.66
HG00637	HG00637	ieu-b-4817	AMR	402.458
HG00638	HG00638	ieu-b-4817	AMR	1422.56
HG00640	HG00640	ieu-b-4817	AMR	2217.02
HG00641	HG00641	ieu-b-4817	AMR	-1149.87
HG00731	HG00731	ieu-b-4817	AMR	-1970.9
HG00732	HG00732	ieu-b-4817	AMR	-2716.45
HG00734	HG00734	ieu-b-4817	AMR	700.684
HG00736	HG00736	ieu-b-4817	AMR	1497.27
HG00737	HG00737	ieu-b-4817	AMR	-2517.67
HG00739	HG00739	ieu-b-4817	AMR	537.02
HG00740	HG00740	ieu-b-4817	AMR	725.958
HG00742	HG00742	ieu-b-4817	AMR	-3388.61
HG00743	HG00743	ieu-b-4817	AMR	2378.98
HG01047	HG01047	ieu-b-4817	AMR	-1200.12
HG01048	HG01048	ieu-b-4817	AMR	-2982.3
HG01049	HG01049	ieu-b-4817	AMR	-2900.24
HG01051	HG01051	ieu-b-4817	AMR	-3244.34
HG01052	HG01052	ieu-b-4817	AMR	-523.808
HG01054	HG01054	ieu-b-4817	AMR	-121.635
HG01055	HG01055	ieu-b-4817	AMR	3640.89
HG01058	HG01058	ieu-b-4817	AMR	-189.15
HG01060	HG01060	ieu-b-4817	AMR	1348.85
HG01061	HG01061	ieu-b-4817	AMR	-1033.74
HG01063	HG01063	ieu-b-4817	AMR	-609.36
HG01064	HG01064	ieu-b-4817	AMR	1057.57
HG01066	HG01066	ieu-b-4817	AMR	913.645
HG01067	HG01067	ieu-b-4817	AMR	4472.23
HG01069	HG01069	ieu-b-4817	AMR	-909.711
HG01070	HG01070	ieu-b-4817	AMR	-911.331
HG01072	HG01072	ieu-b-4817	AMR	-1506.33
HG01073	HG01073	ieu-b-4817	AMR	713.057
HG01075	HG01075	ieu-b-4817	AMR	-2166.21
HG01077	HG01077	ieu-b-4817	AMR	118.827
HG01079	HG01079	ieu-b-4817	AMR	962.721
HG01080	HG01080	ieu-b-4817	AMR	-1788.01
HG01082	HG01082	ieu-b-4817	AMR	558.968
HG01083	HG01083	ieu-b-4817	AMR	2220.83
HG01085	HG01085	ieu-b-4817	AMR	-1633.76
HG01086	HG01086	ieu-b-4817	AMR	481.291
HG01088	HG01088	ieu-b-4817	AMR	207.296
HG01089	HG01089	ieu-b-4817	AMR	1084.92
HG01092	HG01092	ieu-b-4817	AMR	2729.57
HG01094	HG01094	ieu-b-4817	AMR	-760.194
HG01095	HG01095	ieu-b-4817	AMR	867.235
HG01097	HG01097	ieu-b-4817	AMR	1579.22
