FID	IID	Trait	Pop	PGS		
HG03469	HG03469	ieu-b-4817	AFR	-3680.27	MSL	AFR
HG03470	HG03470	ieu-b-4817	AFR	-1478.57	MSL	AFR
HG03472	HG03472	ieu-b-4817	AFR	92.7765	MSL	AFR
HG03473	HG03473	ieu-b-4817	AFR	-1522.78	MSL	AFR
HG03476	HG03476	ieu-b-4817	AFR	3365.06	MSL	AFR
HG03478	HG03478	ieu-b-4817	AFR	-1983.7	MSL	AFR
HG03479	HG03479	ieu-b-4817	AFR	-2190.37	MSL	AFR
HG03484	HG03484	ieu-b-4817	AFR	-2076.46	MSL	AFR
HG03485	HG03485	ieu-b-4817	AFR	-2823.63	MSL	AFR
HG03499	HG03499	ieu-b-4817	AFR	-725.65	ESN	AFR
HG03511	HG03511	ieu-b-4817	AFR	30.0116	ESN	AFR
HG03514	HG03514	ieu-b-4817	AFR	-1150.41	ESN	AFR
HG03515	HG03515	ieu-b-4817	AFR	816.953	ESN	AFR
HG03517	HG03517	ieu-b-4817	AFR	-2427.79	ESN	AFR
HG03518	HG03518	ieu-b-4817	AFR	-2686.77	ESN	AFR
HG03520	HG03520	ieu-b-4817	AFR	2180.87	ESN	AFR
HG03521	HG03521	ieu-b-4817	AFR	-659.663	ESN	AFR
HG03538	HG03538	ieu-b-4817	AFR	366.416	GWD	AFR
HG03539	HG03539	ieu-b-4817	AFR	-2431.74	GWD	AFR
HG03547	HG03547	ieu-b-4817	AFR	1118.2	MSL	AFR
HG03548	HG03548	ieu-b-4817	AFR	1959.07	MSL	AFR
HG03556	HG03556	ieu-b-4817	AFR	-682.089	MSL	AFR
HG03557	HG03557	ieu-b-4817	AFR	-1817.89	MSL	AFR
HG03558	HG03558	ieu-b-4817	AFR	-1887.61	MSL	AFR
HG03559	HG03559	ieu-b-4817	AFR	227.909	MSL	AFR
HG03563	HG03563	ieu-b-4817	AFR	19.911	MSL	AFR
HG03565	HG03565	ieu-b-4817	AFR	-2723.36	MSL	AFR
HG03567	HG03567	ieu-b-4817	AFR	1340.5	MSL	AFR
HG03571	HG03571	ieu-b-4817	AFR	-2213.38	MSL	AFR
HG03572	HG03572	ieu-b-4817	AFR	-1428.96	MSL	AFR
HG03575	HG03575	ieu-b-4817	AFR	-3124.85	MSL	AFR
HG03577	HG03577	ieu-b-4817	AFR	-8.38038	MSL	AFR
HG03578	HG03578	ieu-b-4817	AFR	-2216.21	MSL	AFR
HG03583	HG03583	ieu-b-4817	AFR	1279	MSL	AFR
NA18486	NA18486	ieu-b-4817	AFR	-1554.36	YRI	AFR
NA18488	NA18488	ieu-b-4817	AFR	1328.19	YRI	AFR
NA18489	NA18489	ieu-b-4817	AFR	-774.586	YRI	AFR
NA18498	NA18498	ieu-b-4817	AFR	-3294.71	YRI	AFR
NA18499	NA18499	ieu-b-4817	AFR	-333.492	YRI	AFR
NA18501	NA18501	ieu-b-4817	AFR	-2646.47	YRI	AFR
NA18502	NA18502	ieu-b-4817	AFR	-2668.75	YRI	AFR
NA18504	NA18504	ieu-b-4817	AFR	-1132.85	YRI	AFR
NA18505	NA18505	ieu-b-4817	AFR	2389.33	YRI	AFR
NA18507	NA18507	ieu-b-4817	AFR	-752.622	YRI	AFR
NA18508	NA18508	ieu-b-4817	AFR	-36.1326	YRI	AFR
NA18510	NA18510	ieu-b-4817	AFR	-1204.04	YRI	AFR
NA18511	NA18511	ieu-b-4817	AFR	-63.8047	YRI	AFR
NA18516	NA18516	ieu-b-4817	AFR	-2222.01	YRI	AFR
NA18517	NA18517	ieu-b-4817	AFR	-2141.83	YRI	AFR
NA18519	NA18519	ieu-b-4817	AFR	-143.121	YRI	AFR
NA18520	NA18520	ieu-b-4817	AFR	-2334.51	YRI	AFR
NA18522	NA18522	ieu-b-4817	AFR	-2250.32	YRI	AFR
NA18523	NA18523	ieu-b-4817	AFR	63.1457	YRI	AFR
NA18853	NA18853	ieu-b-4817	AFR	-856.861	YRI	AFR
NA18856	NA18856	ieu-b-4817	AFR	-204.041	YRI	AFR
NA18858	NA18858	ieu-b-4817	AFR	-2022.44	YRI	AFR
NA18861	NA18861	ieu-b-4817	AFR	-1460.89	YRI	AFR
NA18864	NA18864	ieu-b-4817	AFR	-997.119	YRI	AFR
NA18865	NA18865	ieu-b-4817	AFR	-2459.24	YRI	AFR
NA18867	NA18867	ieu-b-4817	AFR	-3202.36	YRI	AFR
NA18868	NA18868	ieu-b-4817	AFR	-3493.05	YRI	AFR
NA18870	NA18870	ieu-b-4817	AFR	-1356.9	YRI	AFR
NA18871	NA18871	ieu-b-4817	AFR	-1891.91	YRI	AFR
NA18873	NA18873	ieu-b-4817	AFR	-562.165	YRI	AFR
NA18874	NA18874	ieu-b-4817	AFR	-766.847	YRI	AFR
NA18876	NA18876	ieu-b-4817	AFR	-3535.31	YRI	AFR
NA18877	NA18877	ieu-b-4817	AFR	-821.024	YRI	AFR
NA18878	NA18878	ieu-b-4817	AFR	-1722.03	YRI	AFR
NA18879	NA18879	ieu-b-4817	AFR	-750.802	YRI	AFR
NA18881	NA18881	ieu-b-4817	AFR	3540.44	YRI	AFR
NA18907	NA18907	ieu-b-4817	AFR	-164.531	YRI	AFR
NA18908	NA18908	ieu-b-4817	AFR	-1142.31	YRI	AFR
NA18909	NA18909	ieu-b-4817	AFR	-2649.47	YRI	AFR
NA18910	NA18910	ieu-b-4817	AFR	671.085	YRI	AFR
NA18912	NA18912	ieu-b-4817	AFR	-278.508	YRI	AFR
NA18915	NA18915	ieu-b-4817	AFR	-62.5237	YRI	AFR
NA18916	NA18916	ieu-b-4817	AFR	-1118.74	YRI	AFR
NA18917	NA18917	ieu-b-4817	AFR	1016.17	YRI	AFR
NA18923	NA18923	ieu-b-4817	AFR	-2635.91	YRI	AFR
NA18924	NA18924	ieu-b-4817	AFR	-2835.26	YRI	AFR
NA18933	NA18933	ieu-b-4817	AFR	-554.983	YRI	AFR
NA18934	NA18934	ieu-b-4817	AFR	-335.914	YRI	AFR
NA19017	NA19017	ieu-b-4817	AFR	-812.953	LWK	AFR
NA19019	NA19019	ieu-b-4817	AFR	-3918.6	LWK	AFR
NA19020	NA19020	ieu-b-4817	AFR	-1160.68	LWK	AFR
NA19023	NA19023	ieu-b-4817	AFR	-4115.78	LWK	AFR
NA19024	NA19024	ieu-b-4817	AFR	-2619.86	LWK	AFR
NA19025	NA19025	ieu-b-4817	AFR	501.929	LWK	AFR
NA19026	NA19026	ieu-b-4817	AFR	-3704.74	LWK	AFR
NA19027	NA19027	ieu-b-4817	AFR	-5014.22	LWK	AFR
NA19028	NA19028	ieu-b-4817	AFR	-1853.94	LWK	AFR
NA19030	NA19030	ieu-b-4817	AFR	-1497.8	LWK	AFR
NA19031	NA19031	ieu-b-4817	AFR	-4408.5	LWK	AFR
NA19035	NA19035	ieu-b-4817	AFR	675.422	LWK	AFR
NA19036	NA19036	ieu-b-4817	AFR	-3027.06	LWK	AFR
NA19037	NA19037	ieu-b-4817	AFR	-2264.03	LWK	AFR
NA19038	NA19038	ieu-b-4817	AFR	-2389.5	LWK	AFR
NA19041	NA19041	ieu-b-4817	AFR	-1176.6	LWK	AFR
NA19042	NA19042	ieu-b-4817	AFR	-410.706	LWK	AFR
NA19043	NA19043	ieu-b-4817	AFR	-115.614	LWK	AFR
NA19092	NA19092	ieu-b-4817	AFR	-1037.68	YRI	AFR
NA19093	NA19093	ieu-b-4817	AFR	-3613.8	YRI	AFR
NA19095	NA19095	ieu-b-4817	AFR	1107.14	YRI	AFR
NA19096	NA19096	ieu-b-4817	AFR	-2873.71	YRI	AFR
NA19098	NA19098	ieu-b-4817	AFR	-1528.75	YRI	AFR
NA19099	NA19099	ieu-b-4817	AFR	-20.6651	YRI	AFR
NA19102	NA19102	ieu-b-4817	AFR	-2411.63	YRI	AFR
NA19107	NA19107	ieu-b-4817	AFR	1332.85	YRI	AFR
NA19108	NA19108	ieu-b-4817	AFR	-2853.74	YRI	AFR
NA19113	NA19113	ieu-b-4817	AFR	-2244.82	YRI	AFR
NA19114	NA19114	ieu-b-4817	AFR	-689.594	YRI	AFR
NA19116	NA19116	ieu-b-4817	AFR	-1452.67	YRI	AFR
NA19117	NA19117	ieu-b-4817	AFR	-29.0747	YRI	AFR
NA19118	NA19118	ieu-b-4817	AFR	-467.062	YRI	AFR
NA19119	NA19119	ieu-b-4817	AFR	-300.695	YRI	AFR
NA19121	NA19121	ieu-b-4817	AFR	-817.8	YRI	AFR
NA19129	NA19129	ieu-b-4817	AFR	-707.472	YRI	AFR
NA19130	NA19130	ieu-b-4817	AFR	-1616.51	YRI	AFR
NA19131	NA19131	ieu-b-4817	AFR	1651.51	YRI	AFR
NA19137	NA19137	ieu-b-4817	AFR	-2381.49	YRI	AFR
NA19138	NA19138	ieu-b-4817	AFR	-6189.35	YRI	AFR
NA19141	NA19141	ieu-b-4817	AFR	-369.299	YRI	AFR
NA19143	NA19143	ieu-b-4817	AFR	-1147.04	YRI	AFR
NA19144	NA19144	ieu-b-4817	AFR	-992.847	YRI	AFR
NA19146	NA19146	ieu-b-4817	AFR	-138.547	YRI	AFR
NA19147	NA19147	ieu-b-4817	AFR	-2567.56	YRI	AFR
NA19149	NA19149	ieu-b-4817	AFR	723.093	YRI	AFR
NA19152	NA19152	ieu-b-4817	AFR	1199.04	YRI	AFR
NA19153	NA19153	ieu-b-4817	AFR	-2802.26	YRI	AFR
NA19159	NA19159	ieu-b-4817	AFR	-369.415	YRI	AFR
NA19160	NA19160	ieu-b-4817	AFR	-628.18	YRI	AFR
NA19171	NA19171	ieu-b-4817	AFR	-918.617	YRI	AFR
NA19172	NA19172	ieu-b-4817	AFR	-3873.43	YRI	AFR
NA19175	NA19175	ieu-b-4817	AFR	1968.52	YRI	AFR
NA19184	NA19184	ieu-b-4817	AFR	-2309.65	YRI	AFR
NA19185	NA19185	ieu-b-4817	AFR	-3890.94	YRI	AFR
NA19189	NA19189	ieu-b-4817	AFR	81.7951	YRI	AFR
NA19190	NA19190	ieu-b-4817	AFR	623.057	YRI	AFR
NA19197	NA19197	ieu-b-4817	AFR	961.406	YRI	AFR
NA19198	NA19198	ieu-b-4817	AFR	-24.9072	YRI	AFR
NA19200	NA19200	ieu-b-4817	AFR	-605.752	YRI	AFR
NA19201	NA19201	ieu-b-4817	AFR	-1810.09	YRI	AFR
NA19204	NA19204	ieu-b-4817	AFR	-4833.49	YRI	AFR
NA19206	NA19206	ieu-b-4817	AFR	-3507.08	YRI	AFR
NA19207	NA19207	ieu-b-4817	AFR	-1613.95	YRI	AFR
NA19209	NA19209	ieu-b-4817	AFR	-5221.62	YRI	AFR
NA19210	NA19210	ieu-b-4817	AFR	-2419.35	YRI	AFR
NA19213	NA19213	ieu-b-4817	AFR	248.761	YRI	AFR
NA19214	NA19214	ieu-b-4817	AFR	-5095.89	YRI	AFR
NA19222	NA19222	ieu-b-4817	AFR	-2088.85	YRI	AFR
NA19223	NA19223	ieu-b-4817	AFR	-490.06	YRI	AFR
NA19225	NA19225	ieu-b-4817	AFR	436.653	YRI	AFR
NA19235	NA19235	ieu-b-4817	AFR	-1367.65	YRI	AFR
NA19236	NA19236	ieu-b-4817	AFR	-1216.07	YRI	AFR
NA19238	NA19238	ieu-b-4817	AFR	1648.51	YRI	AFR
NA19239	NA19239	ieu-b-4817	AFR	-3273.14	YRI	AFR
NA19247	NA19247	ieu-b-4817	AFR	-2441.16	YRI	AFR
NA19248	NA19248	ieu-b-4817	AFR	-2538.73	YRI	AFR
NA19256	NA19256	ieu-b-4817	AFR	-1122.3	YRI	AFR
NA19257	NA19257	ieu-b-4817	AFR	121.876	YRI	AFR
NA19307	NA19307	ieu-b-4817	AFR	-2188.38	LWK	AFR
NA19308	NA19308	ieu-b-4817	AFR	1737.49	LWK	AFR
NA19309	NA19309	ieu-b-4817	AFR	852.745	LWK	AFR
NA19310	NA19310	ieu-b-4817	AFR	530.163	LWK	AFR
NA19312	NA19312	ieu-b-4817	AFR	-290.209	LWK	AFR
NA19314	NA19314	ieu-b-4817	AFR	-2161.31	LWK	AFR
NA19315	NA19315	ieu-b-4817	AFR	-389.121	LWK	AFR
NA19316	NA19316	ieu-b-4817	AFR	-1869.35	LWK	AFR
NA19317	NA19317	ieu-b-4817	AFR	981.809	LWK	AFR
NA19318	NA19318	ieu-b-4817	AFR	-1602.6	LWK	AFR
NA19319	NA19319	ieu-b-4817	AFR	179.072	LWK	AFR
NA19320	NA19320	ieu-b-4817	AFR	843.88	LWK	AFR
NA19321	NA19321	ieu-b-4817	AFR	-1598.54	LWK	AFR
NA19323	NA19323	ieu-b-4817	AFR	424.066	LWK	AFR
NA19324	NA19324	ieu-b-4817	AFR	-2302.35	LWK	AFR
NA19327	NA19327	ieu-b-4817	AFR	-247.787	LWK	AFR
NA19328	NA19328	ieu-b-4817	AFR	-2896.02	LWK	AFR
NA19331	NA19331	ieu-b-4817	AFR	-3522.79	LWK	AFR
NA19332	NA19332	ieu-b-4817	AFR	4206.97	LWK	AFR
NA19334	NA19334	ieu-b-4817	AFR	313.534	LWK	AFR
NA19338	NA19338	ieu-b-4817	AFR	-2503.11	LWK	AFR
NA19346	NA19346	ieu-b-4817	AFR	-2684.49	LWK	AFR
NA19347	NA19347	ieu-b-4817	AFR	-2915.84	LWK	AFR
NA19350	NA19350	ieu-b-4817	AFR	-1705.32	LWK	AFR
NA19351	NA19351	ieu-b-4817	AFR	1319.51	LWK	AFR
NA19355	NA19355	ieu-b-4817	AFR	1374.11	LWK	AFR
NA19360	NA19360	ieu-b-4817	AFR	-2462.32	LWK	AFR
NA19372	NA19372	ieu-b-4817	AFR	457.79	LWK	AFR
NA19374	NA19374	ieu-b-4817	AFR	-4816.32	LWK	AFR
NA19375	NA19375	ieu-b-4817	AFR	1166.57	LWK	AFR
NA19376	NA19376	ieu-b-4817	AFR	-1467.3	LWK	AFR
NA19377	NA19377	ieu-b-4817	AFR	-4132.93	LWK	AFR
NA19378	NA19378	ieu-b-4817	AFR	-2446.7	LWK	AFR
NA19379	NA19379	ieu-b-4817	AFR	1413	LWK	AFR
NA19380	NA19380	ieu-b-4817	AFR	-1496.77	LWK	AFR
NA19383	NA19383	ieu-b-4817	AFR	-1616.52	LWK	AFR
NA19384	NA19384	ieu-b-4817	AFR	110.107	LWK	AFR
NA19385	NA19385	ieu-b-4817	AFR	-221.646	LWK	AFR
NA19390	NA19390	ieu-b-4817	AFR	1061.47	LWK	AFR
NA19391	NA19391	ieu-b-4817	AFR	-613.1	LWK	AFR
NA19393	NA19393	ieu-b-4817	AFR	1258.05	LWK	AFR
NA19394	NA19394	ieu-b-4817	AFR	-1556.17	LWK	AFR
NA19395	NA19395	ieu-b-4817	AFR	-3831.54	LWK	AFR
NA19397	NA19397	ieu-b-4817	AFR	-3203.52	LWK	AFR
NA19399	NA19399	ieu-b-4817	AFR	-1781.83	LWK	AFR
NA19401	NA19401	ieu-b-4817	AFR	46.3386	LWK	AFR
NA19403	NA19403	ieu-b-4817	AFR	142.141	LWK	AFR
NA19404	NA19404	ieu-b-4817	AFR	-2765.86	LWK	AFR
NA19428	NA19428	ieu-b-4817	AFR	-2278.93	LWK	AFR
NA19429	NA19429	ieu-b-4817	AFR	-78.3311	LWK	AFR
NA19430	NA19430	ieu-b-4817	AFR	-381.133	LWK	AFR
NA19431	NA19431	ieu-b-4817	AFR	-2661.22	LWK	AFR
NA19434	NA19434	ieu-b-4817	AFR	-1631.16	LWK	AFR
NA19435	NA19435	ieu-b-4817	AFR	-881.194	LWK	AFR
NA19436	NA19436	ieu-b-4817	AFR	897.201	LWK	AFR
NA19437	NA19437	ieu-b-4817	AFR	1128.9	LWK	AFR
NA19438	NA19438	ieu-b-4817	AFR	-2797.67	LWK	AFR
NA19439	NA19439	ieu-b-4817	AFR	-1011.07	LWK	AFR
NA19440	NA19440	ieu-b-4817	AFR	-3618.4	LWK	AFR
NA19443	NA19443	ieu-b-4817	AFR	-3184.58	LWK	AFR
NA19445	NA19445	ieu-b-4817	AFR	-4898.05	LWK	AFR
NA19446	NA19446	ieu-b-4817	AFR	-5095.07	LWK	AFR
NA19448	NA19448	ieu-b-4817	AFR	1800.13	LWK	AFR
NA19449	NA19449	ieu-b-4817	AFR	749.921	LWK	AFR
NA19451	NA19451	ieu-b-4817	AFR	-411.138	LWK	AFR
NA19452	NA19452	ieu-b-4817	AFR	26.6668	LWK	AFR
NA19454	NA19454	ieu-b-4817	AFR	-3709.28	LWK	AFR
NA19455	NA19455	ieu-b-4817	AFR	44.8716	LWK	AFR
NA19456	NA19456	ieu-b-4817	AFR	-770.611	LWK	AFR
NA19457	NA19457	ieu-b-4817	AFR	-1669.28	LWK	AFR
NA19461	NA19461	ieu-b-4817	AFR	-3025.96	LWK	AFR
NA19462	NA19462	ieu-b-4817	AFR	-1972.62	LWK	AFR
NA19463	NA19463	ieu-b-4817	AFR	-1646.08	LWK	AFR
NA19466	NA19466	ieu-b-4817	AFR	-3659.13	LWK	AFR
NA19467	NA19467	ieu-b-4817	AFR	-65.9422	LWK	AFR
NA19468	NA19468	ieu-b-4817	AFR	-262.993	LWK	AFR
NA19471	NA19471	ieu-b-4817	AFR	-1283.04	LWK	AFR
NA19472	NA19472	ieu-b-4817	AFR	446.925	LWK	AFR
NA19473	NA19473	ieu-b-4817	AFR	-2660.09	LWK	AFR
NA19474	NA19474	ieu-b-4817	AFR	-1534.12	LWK	AFR
NA19475	NA19475	ieu-b-4817	AFR	-2934.75	LWK	AFR
NA19625	NA19625	ieu-b-4817	AFR	1931.43	ASW	AFR
NA19700	NA19700	ieu-b-4817	AFR	-595.775	ASW	AFR
NA19701	NA19701	ieu-b-4817	AFR	1425.15	ASW	AFR
NA19703	NA19703	ieu-b-4817	AFR	319.421	ASW	AFR
NA19704	NA19704	ieu-b-4817	AFR	4391.98	ASW	AFR
NA19707	NA19707	ieu-b-4817	AFR	1616.78	ASW	AFR
NA19711	NA19711	ieu-b-4817	AFR	-318.355	ASW	AFR
NA19712	NA19712	ieu-b-4817	AFR	-2081.05	ASW	AFR
NA19713	NA19713	ieu-b-4817	AFR	-3980.3	ASW	AFR
NA19818	NA19818	ieu-b-4817	AFR	440.672	ASW	AFR
NA19819	NA19819	ieu-b-4817	AFR	904.086	ASW	AFR
NA19834	NA19834	ieu-b-4817	AFR	-928.098	ASW	AFR
NA19835	NA19835	ieu-b-4817	AFR	-782.303	ASW	AFR
NA19900	NA19900	ieu-b-4817	AFR	-1407.49	ASW	AFR
NA19901	NA19901	ieu-b-4817	AFR	1652.63	ASW	AFR
NA19904	NA19904	ieu-b-4817	AFR	-4029.89	ASW	AFR
NA19908	NA19908	ieu-b-4817	AFR	109.782	ASW	AFR
NA19909	NA19909	ieu-b-4817	AFR	-1745.23	ASW	AFR
NA19913	NA19913	ieu-b-4817	AFR	-1760.99	ASW	AFR
NA19914	NA19914	ieu-b-4817	AFR	-423.295	ASW	AFR
NA19916	NA19916	ieu-b-4817	AFR	834.527	ASW	AFR
NA19917	NA19917	ieu-b-4817	AFR	872.145	ASW	AFR
NA19920	NA19920	ieu-b-4817	AFR	1865.67	ASW	AFR
NA19921	NA19921	ieu-b-4817	AFR	-166.104	ASW	AFR
NA19922	NA19922	ieu-b-4817	AFR	605.208	ASW	AFR
NA19923	NA19923	ieu-b-4817	AFR	983.624	ASW	AFR
NA19982	NA19982	ieu-b-4817	AFR	-4721.41	ASW	AFR
NA19984	NA19984	ieu-b-4817	AFR	-41.5591	ASW	AFR
NA20126	NA20126	ieu-b-4817	AFR	-48.4793	ASW	AFR
NA20127	NA20127	ieu-b-4817	AFR	-716.601	ASW	AFR
NA20274	NA20274	ieu-b-4817	AFR	3620.48	ASW	AFR
NA20276	NA20276	ieu-b-4817	AFR	923.415	ASW	AFR
NA20278	NA20278	ieu-b-4817	AFR	1657.22	ASW	AFR
NA20281	NA20281	ieu-b-4817	AFR	-2304.59	ASW	AFR
NA20282	NA20282	ieu-b-4817	AFR	-5830.77	ASW	AFR
NA20287	NA20287	ieu-b-4817	AFR	-4857.84	ASW	AFR
NA20289	NA20289	ieu-b-4817	AFR	-2661.58	ASW	AFR
NA20291	NA20291	ieu-b-4817	AFR	-1538.99	ASW	AFR
NA20294	NA20294	ieu-b-4817	AFR	925.844	ASW	AFR
NA20296	NA20296	ieu-b-4817	AFR	8.7543	ASW	AFR
NA20298	NA20298	ieu-b-4817	AFR	-643.62	ASW	AFR
NA20299	NA20299	ieu-b-4817	AFR	271.161	ASW	AFR
NA20314	NA20314	ieu-b-4817	AFR	-1149.48	ASW	AFR
NA20317	NA20317	ieu-b-4817	AFR	-3521.45	ASW	AFR
NA20318	NA20318	ieu-b-4817	AFR	-1607.53	ASW	AFR
NA20320	NA20320	ieu-b-4817	AFR	-1465.96	ASW	AFR
NA20321	NA20321	ieu-b-4817	AFR	-3215.06	ASW	AFR
NA20332	NA20332	ieu-b-4817	AFR	-1245.03	ASW	AFR
NA20334	NA20334	ieu-b-4817	AFR	1022.16	ASW	AFR
NA20339	NA20339	ieu-b-4817	AFR	3651.51	ASW	AFR
NA20340	NA20340	ieu-b-4817	AFR	714.377	ASW	AFR
NA20342	NA20342	ieu-b-4817	AFR	-2183.82	ASW	AFR
NA20346	NA20346	ieu-b-4817	AFR	-973.279	ASW	AFR
NA20348	NA20348	ieu-b-4817	AFR	1686.68	ASW	AFR
NA20351	NA20351	ieu-b-4817	AFR	-1812.76	ASW	AFR
NA20355	NA20355	ieu-b-4817	AFR	-2171.27	ASW	AFR
NA20356	NA20356	ieu-b-4817	AFR	-1476.58	ASW	AFR
NA20357	NA20357	ieu-b-4817	AFR	-991.15	ASW	AFR
NA20359	NA20359	ieu-b-4817	AFR	-1682.79	ASW	AFR
NA20362	NA20362	ieu-b-4817	AFR	-630.946	ASW	AFR
NA20412	NA20412	ieu-b-4817	AFR	-674.106	ASW	AFR
HG00551	HG00551	ieu-b-4817	AMR	-2767.56	PUR	AMR
HG00553	HG00553	ieu-b-4817	AMR	-2649.65	PUR	AMR
HG00554	HG00554	ieu-b-4817	AMR	2255.66	PUR	AMR
HG00637	HG00637	ieu-b-4817	AMR	402.458	PUR	AMR
HG00638	HG00638	ieu-b-4817	AMR	1422.56	PUR	AMR
HG00640	HG00640	ieu-b-4817	AMR	2217.02	PUR	AMR
HG00641	HG00641	ieu-b-4817	AMR	-1149.87	PUR	AMR
HG00731	HG00731	ieu-b-4817	AMR	-1970.9	PUR	AMR
HG00732	HG00732	ieu-b-4817	AMR	-2716.45	PUR	AMR
HG00734	HG00734	ieu-b-4817	AMR	700.684	PUR	AMR
HG00736	HG00736	ieu-b-4817	AMR	1497.27	PUR	AMR
HG00737	HG00737	ieu-b-4817	AMR	-2517.67	PUR	AMR
HG00739	HG00739	ieu-b-4817	AMR	537.02	PUR	AMR
HG00740	HG00740	ieu-b-4817	AMR	725.958	PUR	AMR
HG00742	HG00742	ieu-b-4817	AMR	-3388.61	PUR	AMR
HG00743	HG00743	ieu-b-4817	AMR	2378.98	PUR	AMR
HG01047	HG01047	ieu-b-4817	AMR	-1200.12	PUR	AMR
HG01048	HG01048	ieu-b-4817	AMR	-2982.3	PUR	AMR
HG01049	HG01049	ieu-b-4817	AMR	-2900.24	PUR	AMR
HG01051	HG01051	ieu-b-4817	AMR	-3244.34	PUR	AMR
HG01052	HG01052	ieu-b-4817	AMR	-523.808	PUR	AMR
HG01054	HG01054	ieu-b-4817	AMR	-121.635	PUR	AMR
HG01055	HG01055	ieu-b-4817	AMR	3640.89	PUR	AMR
HG01058	HG01058	ieu-b-4817	AMR	-189.15	PUR	AMR
HG01060	HG01060	ieu-b-4817	AMR	1348.85	PUR	AMR
HG01061	HG01061	ieu-b-4817	AMR	-1033.74	PUR	AMR
HG01063	HG01063	ieu-b-4817	AMR	-609.36	PUR	AMR
HG01064	HG01064	ieu-b-4817	AMR	1057.57	PUR	AMR
HG01066	HG01066	ieu-b-4817	AMR	913.645	PUR	AMR
HG01067	HG01067	ieu-b-4817	AMR	4472.23	PUR	AMR
HG01069	HG01069	ieu-b-4817	AMR	-909.711	PUR	AMR
HG01070	HG01070	ieu-b-4817	AMR	-911.331	PUR	AMR
HG01072	HG01072	ieu-b-4817	AMR	-1506.33	PUR	AMR
HG01073	HG01073	ieu-b-4817	AMR	713.057	PUR	AMR
HG01075	HG01075	ieu-b-4817	AMR	-2166.21	PUR	AMR
HG01077	HG01077	ieu-b-4817	AMR	118.827	PUR	AMR
HG01079	HG01079	ieu-b-4817	AMR	962.721	PUR	AMR
HG01080	HG01080	ieu-b-4817	AMR	-1788.01	PUR	AMR
HG01082	HG01082	ieu-b-4817	AMR	558.968	PUR	AMR
HG01083	HG01083	ieu-b-4817	AMR	2220.83	PUR	AMR
HG01085	HG01085	ieu-b-4817	AMR	-1633.76	PUR	AMR
HG01086	HG01086	ieu-b-4817	AMR	481.291	PUR	AMR
HG01088	HG01088	ieu-b-4817	AMR	207.296	PUR	AMR
HG01089	HG01089	ieu-b-4817	AMR	1084.92	PUR	AMR
HG01092	HG01092	ieu-b-4817	AMR	2729.57	PUR	AMR
HG01094	HG01094	ieu-b-4817	AMR	-760.194	PUR	AMR
HG01095	HG01095	ieu-b-4817	AMR	867.235	PUR	AMR
HG01097	HG01097	ieu-b-4817	AMR	1579.22	PUR	AMR
HG01098	HG01098	ieu-b-4817	AMR	1448.17	PUR	AMR
HG01101	HG01101	ieu-b-4817	AMR	-1076.43	PUR	AMR
HG01102	HG01102	ieu-b-4817	AMR	-1307.35	PUR	AMR
HG01104	HG01104	ieu-b-4817	AMR	-2931.36	PUR	AMR
HG01105	HG01105	ieu-b-4817	AMR	-2100.86	PUR	AMR
HG01107	HG01107	ieu-b-4817	AMR	-487.472	PUR	AMR
HG01108	HG01108	ieu-b-4817	AMR	-2524.51	PUR	AMR
HG01110	HG01110	ieu-b-4817	AMR	1764.1	PUR	AMR
HG01111	HG01111	ieu-b-4817	AMR	1005.03	PUR	AMR
HG01112	HG01112	ieu-b-4817	AMR	-2562.19	CLM	AMR
HG01113	HG01113	ieu-b-4817	AMR	400.664	CLM	AMR
HG01119	HG01119	ieu-b-4817	AMR	-2002.41	CLM	AMR
HG01121	HG01121	ieu-b-4817	AMR	-2527.96	CLM	AMR
HG01122	HG01122	ieu-b-4817	AMR	1636.87	CLM	AMR
HG01124	HG01124	ieu-b-4817	AMR	-848.247	CLM	AMR
HG01125	HG01125	ieu-b-4817	AMR	-4477.45	CLM	AMR
HG01130	HG01130	ieu-b-4817	AMR	-2787.36	CLM	AMR
HG01131	HG01131	ieu-b-4817	AMR	1418.79	CLM	AMR
HG01133	HG01133	ieu-b-4817	AMR	1830.75	CLM	AMR
HG01134	HG01134	ieu-b-4817	AMR	-177.384	CLM	AMR
HG01136	HG01136	ieu-b-4817	AMR	-568.854	CLM	AMR
HG01137	HG01137	ieu-b-4817	AMR	2460.04	CLM	AMR
HG01139	HG01139	ieu-b-4817	AMR	-2514.63	CLM	AMR
HG01140	HG01140	ieu-b-4817	AMR	2720.46	CLM	AMR
HG01142	HG01142	ieu-b-4817	AMR	-2192.23	CLM	AMR
HG01148	HG01148	ieu-b-4817	AMR	727.108	CLM	AMR
HG01149	HG01149	ieu-b-4817	AMR	-2101.61	CLM	AMR
HG01161	HG01161	ieu-b-4817	AMR	-5677.86	PUR	AMR
HG01162	HG01162	ieu-b-4817	AMR	-3308.27	PUR	AMR
HG01164	HG01164	ieu-b-4817	AMR	-1296.63	PUR	AMR
HG01167	HG01167	ieu-b-4817	AMR	-1456.39	PUR	AMR
HG01168	HG01168	ieu-b-4817	AMR	1951.18	PUR	AMR
HG01170	HG01170	ieu-b-4817	AMR	-7475.23	PUR	AMR
HG01171	HG01171	ieu-b-4817	AMR	1489.42	PUR	AMR
